seduta1,seduta2,seduta3,seduta4,schienale1,schienale2,schienale3,postura
0.014285714285714285,0.02857142857142857,0.04285714285714286,0.05714285714285714,0.07142857142857142,0.08571428571428572,0.1,8
0.014285714285714285,0.02857142857142857,0.04285714285714286,0.05714285714285714,0.07142857142857142,0.08571428571428572,0.1,8
0.014285714285714285,0.02857142857142857,0.04285714285714286,0.05714285714285714,0.07142857142857142,0.08571428571428572,0.1,8
0.014285714285714285,0.02857142857142857,0.04285714285714286,0.05714285714285714,0.07142857142857142,0.08571428571428572,0.1,8
0.014285714285714285,0.02857142857142857,0.04285714285714286,0.05714285714285714,0.07142857142857142,0.08571428571428572,0.1,8
0.014285714285714285,0.02857142857142857,0.04285714285714286,0.05714285714285714,0.07142857142857142,0.08571428571428572,0.1,8
0.014285714285714285,0.02857142857142857,0.04285714285714286,0.05714285714285714,0.07142857142857142,0.08571428571428572,0.1,8
0.014285714285714285,0.02857142857142857,0.04285714285714286,0.05714285714285714,0.07142857142857142,0.08571428571428572,0.1,8
0.014285714285714285,0.02857142857142857,0.04285714285714286,0.05714285714285714,0.07142857142857142,0.08571428571428572,0.1,8
0.014285714285714285,0.02857142857142857,0.04285714285714286,0.05714285714285714,0.07142857142857142,0.08571428571428572,0.1,8
0.014285714285714285,0.02857142857142857,0.04285714285714286,0.05714285714285714,0.07142857142857142,0.08571428571428572,0.1,8
0.014285714285714285,0.02857142857142857,0.04285714285714286,0.05714285714285714,0.07142857142857142,0.08571428571428572,0.1,8
0.014285714285714285,0.02857142857142857,0.04285714285714286,0.05714285714285714,0.07142857142857142,0.08571428571428572,0.1,8
0.014285714285714285,0.02857142857142857,0.04285714285714286,0.05714285714285714,0.07142857142857142,0.08571428571428572,0.1,8
0.014285714285714285,0.02857142857142857,0.04285714285714286,0.05714285714285714,0.07142857142857142,0.08571428571428572,0.1,8
0.014285714285714285,0.02857142857142857,0.04285714285714286,0.05714285714285714,0.07142857142857142,0.08571428571428572,0.1,8
0.014285714285714285,0.02857142857142857,0.04285714285714286,0.05714285714285714,0.07142857142857142,0.08571428571428572,0.1,8
0.014285714285714285,0.02857142857142857,0.04285714285714286,0.05714285714285714,0.07142857142857142,0.08571428571428572,0.1,8
0.014285714285714285,0.02857142857142857,0.04285714285714286,0.05714285714285714,0.07142857142857142,0.08571428571428572,0.1,8
0.014285714285714285,0.02857142857142857,0.04285714285714286,0.05714285714285714,0.07142857142857142,0.08571428571428572,0.1,8
0.014285714285714285,0.02857142857142857,0.04285714285714286,0.05714285714285714,0.07142857142857142,0.08571428571428572,0.1,8
0.014285714285714285,0.02857142857142857,0.04285714285714286,0.05714285714285714,0.07142857142857142,0.08571428571428572,0.1,8
0.014285714285714285,0.02857142857142857,0.04285714285714286,0.05714285714285714,0.07142857142857142,0.08571428571428572,0.1,8
0.014285714285714285,0.02857142857142857,0.04285714285714286,0.05714285714285714,0.07142857142857142,0.08571428571428572,0.1,8
0.014285714285714285,0.02857142857142857,0.04285714285714286,0.05714285714285714,0.07142857142857142,0.08571428571428572,0.1,8
